# 2023-04-06, 16:24:06.145403
# fs = 10 Hz, N = 200
# NI 9201, 23.0.0
t,ai0,ai1
0.000000000,0.528105546,0.476786048
0.100000000,0.522964100,0.481926816
0.200000000,0.522964100,0.481926816
0.300000000,0.528105546,0.481926816
0.400000000,0.517822654,0.481926816
0.500000000,0.528105546,0.476786048
0.600000000,0.522964100,0.481926816
0.700000000,0.533246992,0.471645280
0.800000000,0.522964100,0.476786048
0.900000000,0.528105546,0.476786048
1.000000000,0.528105546,0.481926816
1.100000000,0.517822654,0.476786048
1.200000000,0.533246992,0.481926816
1.300000000,0.533246992,0.476786048
1.400000000,0.522964100,0.481926816
1.500000000,0.522964100,0.487067584
1.600000000,0.512681208,0.481926816
1.700000000,0.522964100,0.476786048
1.800000000,0.528105546,0.481926816
1.900000000,0.528105546,0.476786048
2.000000000,0.522964100,0.476786048
2.100000000,0.522964100,0.476786048
2.200000000,0.522964100,0.481926816
2.300000000,0.528105546,0.481926816
2.400000000,0.522964100,0.481926816
2.500000000,0.517822654,0.476786048
2.600000000,0.517822654,0.481926816
2.700000000,0.522964100,0.481926816
2.800000000,0.522964100,0.476786048
2.900000000,0.522964100,0.481926816
3.000000000,0.522964100,0.481926816
3.100000000,0.522964100,0.476786048
3.200000000,0.522964100,0.476786048
3.300000000,0.522964100,0.481926816
3.400000000,0.517822654,0.476786048
3.500000000,0.522964100,0.481926816
3.600000000,0.512681208,0.476786048
3.700000000,0.528105546,0.481926816
3.800000000,0.512681208,0.471645280
3.900000000,0.517822654,0.481926816
4.000000000,0.517822654,0.481926816
4.100000000,0.517822654,0.481926816
4.200000000,0.522964100,0.481926816
4.300000000,0.517822654,0.476786048
4.400000000,0.517822654,0.481926816
4.500000000,0.517822654,0.471645280
4.600000000,0.517822654,0.471645280
4.700000000,0.517822654,0.476786048
4.800000000,0.522964100,0.481926816
4.900000000,0.517822654,0.481926816
5.000000000,0.517822654,0.476786048
5.100000000,0.517822654,0.481926816
5.200000000,0.512681208,0.481926816
5.300000000,0.507539762,0.476786048
5.400000000,0.522964100,0.476786048
5.500000000,0.517822654,0.481926816
5.600000000,0.517822654,0.476786048
5.700000000,0.522964100,0.476786048
5.800000000,0.522964100,0.481926816
5.900000000,0.522964100,0.481926816
6.000000000,0.517822654,0.481926816
6.100000000,0.517822654,0.476786048
6.200000000,0.517822654,0.481926816
6.300000000,0.512681208,0.481926816
6.400000000,0.517822654,0.481926816
6.500000000,0.512681208,0.481926816
6.600000000,0.502398316,0.481926816
6.700000000,0.507539762,0.481926816
6.800000000,0.512681208,0.481926816
6.900000000,0.507539762,0.471645280
7.000000000,0.517822654,0.481926816
7.100000000,0.517822654,0.481926816
7.200000000,0.512681208,0.471645280
7.300000000,0.517822654,0.481926816
7.400000000,0.517822654,0.481926816
7.500000000,0.512681208,0.476786048
7.600000000,0.512681208,0.481926816
7.700000000,0.507539762,0.476786048
7.800000000,0.502398316,0.476786048
7.900000000,0.517822654,0.481926816
8.000000000,0.512681208,0.476786048
8.100000000,0.512681208,0.487067584
8.200000000,0.502398316,0.481926816
8.300000000,0.512681208,0.481926816
8.400000000,0.507539762,0.481926816
8.500000000,0.502398316,0.481926816
8.600000000,0.502398316,0.481926816
8.700000000,0.502398316,0.476786048
8.800000000,0.507539762,0.487067584
8.900000000,0.507539762,0.481926816
9.000000000,0.512681208,0.481926816
9.100000000,0.502398316,0.481926816
9.200000000,0.507539762,0.481926816
9.300000000,0.507539762,0.481926816
9.400000000,0.512681208,0.481926816
9.500000000,0.507539762,0.481926816
9.600000000,0.502398316,0.487067584
9.700000000,0.502398316,0.481926816
9.800000000,0.512681208,0.481926816
9.900000000,0.502398316,0.487067584
10.000000000,0.507539762,0.481926816
10.100000000,0.502398316,0.487067584
10.200000000,0.507539762,0.481926816
10.300000000,0.497256870,0.481926816
10.400000000,0.507539762,0.481926816
10.500000000,0.502398316,0.487067584
10.600000000,0.497256870,0.476786048
10.700000000,0.507539762,0.476786048
10.800000000,0.502398316,0.487067584
10.900000000,0.507539762,0.487067584
11.000000000,0.502398316,0.481926816
11.100000000,0.502398316,0.476786048
11.200000000,0.502398316,0.476786048
11.300000000,0.502398316,0.487067584
11.400000000,0.502398316,0.487067584
11.500000000,0.502398316,0.487067584
11.600000000,0.497256870,0.471645280
11.700000000,0.497256870,0.481926816
11.800000000,0.507539762,0.476786048
11.900000000,0.497256870,0.481926816
12.000000000,0.502398316,0.481926816
12.100000000,0.497256870,0.487067584
12.200000000,0.497256870,0.487067584
12.300000000,0.492115424,0.481926816
12.400000000,0.497256870,0.476786048
12.500000000,0.492115424,0.481926816
12.600000000,0.497256870,0.481926816
12.700000000,0.507539762,0.481926816
12.800000000,0.502398316,0.481926816
12.900000000,0.497256870,0.487067584
