# 2023-04-06, 16:26:33.346590
# fs = 10 Hz, N = 400
# NI 9201, 23.0.0
t,ai0,ai1
0.000000000,0.517822654,0.523052960
0.100000000,0.517822654,0.512771424
0.200000000,0.522964100,0.523052960
0.300000000,0.517822654,0.517912192
0.400000000,0.512681208,0.523052960
0.500000000,0.517822654,0.523052960
0.600000000,0.512681208,0.517912192
0.700000000,0.517822654,0.517912192
0.800000000,0.517822654,0.523052960
0.900000000,0.517822654,0.523052960
1.000000000,0.512681208,0.512771424
1.100000000,0.517822654,0.523052960
1.200000000,0.517822654,0.517912192
1.300000000,0.517822654,0.523052960
1.400000000,0.517822654,0.512771424
1.500000000,0.517822654,0.528193728
1.600000000,0.517822654,0.507630656
1.700000000,0.517822654,0.507630656
1.800000000,0.517822654,0.517912192
1.900000000,0.522964100,0.512771424
2.000000000,0.512681208,0.523052960
2.100000000,0.517822654,0.517912192
2.200000000,0.517822654,0.512771424
2.300000000,0.512681208,0.517912192
2.400000000,0.512681208,0.517912192
2.500000000,0.517822654,0.512771424
2.600000000,0.522964100,0.517912192
2.700000000,0.517822654,0.512771424
2.800000000,0.517822654,0.512771424
2.900000000,0.517822654,0.517912192
3.000000000,0.517822654,0.517912192
3.100000000,0.522964100,0.523052960
3.200000000,0.517822654,0.517912192
3.300000000,0.507539762,0.523052960
3.400000000,0.512681208,0.517912192
3.500000000,0.512681208,0.517912192
3.600000000,0.522964100,0.517912192
3.700000000,0.517822654,0.517912192
3.800000000,0.512681208,0.533334496
3.900000000,0.517822654,0.517912192
4.000000000,0.507539762,0.512771424
4.100000000,0.517822654,0.507630656
4.200000000,0.517822654,0.517912192
4.300000000,0.512681208,0.517912192
4.400000000,0.517822654,0.512771424
4.500000000,0.517822654,0.512771424
4.600000000,0.517822654,0.507630656
4.700000000,0.517822654,0.507630656
4.800000000,0.517822654,0.507630656
4.900000000,0.517822654,0.517912192
5.000000000,0.517822654,0.512771424
5.100000000,0.522964100,0.512771424
5.200000000,0.517822654,0.523052960
5.300000000,0.512681208,0.512771424
5.400000000,0.517822654,0.507630656
5.500000000,0.517822654,0.507630656
5.600000000,0.517822654,0.512771424
5.700000000,0.517822654,0.512771424
5.800000000,0.512681208,0.502489888
5.900000000,0.517822654,0.512771424
6.000000000,0.517822654,0.507630656
6.100000000,0.517822654,0.517912192
6.200000000,0.522964100,0.512771424
6.300000000,0.517822654,0.512771424
6.400000000,0.512681208,0.507630656
6.500000000,0.517822654,0.507630656
6.600000000,0.517822654,0.512771424
6.700000000,0.512681208,0.507630656
6.800000000,0.517822654,0.512771424
6.900000000,0.517822654,0.507630656
7.000000000,0.517822654,0.512771424
7.100000000,0.522964100,0.507630656
7.200000000,0.522964100,0.507630656
7.300000000,0.517822654,0.512771424
7.400000000,0.517822654,0.517912192
7.500000000,0.512681208,0.507630656
7.600000000,0.517822654,0.502489888
7.700000000,0.517822654,0.507630656
7.800000000,0.522964100,0.507630656
7.900000000,0.517822654,0.502489888
8.000000000,0.517822654,0.507630656
8.100000000,0.512681208,0.507630656
8.200000000,0.512681208,0.512771424
8.300000000,0.517822654,0.507630656
8.400000000,0.517822654,0.507630656
8.500000000,0.517822654,0.502489888
8.600000000,0.517822654,0.507630656
8.700000000,0.512681208,0.507630656
8.800000000,0.512681208,0.512771424
8.900000000,0.517822654,0.507630656
9.000000000,0.517822654,0.507630656
