# 2023-04-06, 16:43:55.912299
# fs = 10 Hz, N = 800
# NI 9201, 23.0.0
t,ai0,ai1
0.000000000,0.528105546,0.523052960
0.100000000,0.528105546,0.512771424
0.200000000,0.533246992,0.523052960
0.300000000,0.533246992,0.523052960
0.400000000,0.533246992,0.523052960
0.500000000,0.528105546,0.523052960
0.600000000,0.528105546,0.523052960
0.700000000,0.522964100,0.523052960
0.800000000,0.528105546,0.523052960
0.900000000,0.533246992,0.517912192
1.000000000,0.533246992,0.528193728
1.100000000,0.528105546,0.523052960
1.200000000,0.528105546,0.523052960
1.300000000,0.522964100,0.523052960
1.400000000,0.533246992,0.523052960
1.500000000,0.533246992,0.528193728
1.600000000,0.528105546,0.512771424
1.700000000,0.528105546,0.517912192
1.800000000,0.528105546,0.523052960
1.900000000,0.528105546,0.523052960
2.000000000,0.528105546,0.517912192
2.100000000,0.522964100,0.528193728
2.200000000,0.528105546,0.523052960
2.300000000,0.528105546,0.523052960
2.400000000,0.533246992,0.523052960
2.500000000,0.533246992,0.528193728
2.600000000,0.538388438,0.517912192
2.700000000,0.528105546,0.523052960
2.800000000,0.528105546,0.523052960
2.900000000,0.522964100,0.523052960
3.000000000,0.528105546,0.517912192
3.100000000,0.528105546,0.523052960
3.200000000,0.533246992,0.523052960
3.300000000,0.533246992,0.528193728
3.400000000,0.528105546,0.523052960
3.500000000,0.533246992,0.523052960
3.600000000,0.528105546,0.517912192
3.700000000,0.538388438,0.523052960
3.800000000,0.533246992,0.517912192
3.900000000,0.533246992,0.528193728
4.000000000,0.533246992,0.523052960
4.100000000,0.533246992,0.523052960
4.200000000,0.533246992,0.523052960
4.300000000,0.528105546,0.517912192
4.400000000,0.522964100,0.517912192
4.500000000,0.528105546,0.517912192
4.600000000,0.528105546,0.523052960
4.700000000,0.533246992,0.523052960
4.800000000,0.533246992,0.523052960
4.900000000,0.528105546,0.523052960
5.000000000,0.528105546,0.528193728
5.100000000,0.533246992,0.523052960
5.200000000,0.533246992,0.517912192
5.300000000,0.538388438,0.523052960
5.400000000,0.533246992,0.528193728
5.500000000,0.533246992,0.523052960
5.600000000,0.533246992,0.517912192
5.700000000,0.533246992,0.523052960
5.800000000,0.533246992,0.523052960
5.900000000,0.533246992,0.517912192
6.000000000,0.548671330,0.523052960
6.100000000,0.538388438,0.523052960
6.200000000,0.533246992,0.523052960
6.300000000,0.533246992,0.517912192
6.400000000,0.538388438,0.523052960
6.500000000,0.543529884,0.528193728
6.600000000,0.538388438,0.523052960
6.700000000,0.533246992,0.528193728
6.800000000,0.538388438,0.528193728
6.900000000,0.533246992,0.533334496
7.000000000,0.538388438,0.523052960
