# 2023-04-06, 16:31:04.205084
# fs = 10 Hz, N = 200
# NI 9201, 23.0.0
t,ai0,ai1
0.000000000,0.528105546,0.451082208
0.100000000,0.528105546,0.456222976
0.200000000,0.528105546,0.451082208
0.300000000,0.522964100,0.451082208
0.400000000,0.528105546,0.451082208
0.500000000,0.533246992,0.456222976
0.600000000,0.528105546,0.451082208
0.700000000,0.522964100,0.451082208
0.800000000,0.528105546,0.451082208
0.900000000,0.522964100,0.456222976
1.000000000,0.522964100,0.445941440
1.100000000,0.522964100,0.451082208
1.200000000,0.528105546,0.461363744
1.300000000,0.533246992,0.456222976
1.400000000,0.528105546,0.451082208
1.500000000,0.517822654,0.451082208
1.600000000,0.522964100,0.456222976
1.700000000,0.528105546,0.456222976
1.800000000,0.528105546,0.456222976
1.900000000,0.522964100,0.461363744
2.000000000,0.528105546,0.451082208
2.100000000,0.528105546,0.456222976
2.200000000,0.533246992,0.456222976
2.300000000,0.533246992,0.461363744
2.400000000,0.522964100,0.451082208
2.500000000,0.528105546,0.456222976
2.600000000,0.528105546,0.461363744
2.700000000,0.528105546,0.456222976
2.800000000,0.522964100,0.451082208
2.900000000,0.522964100,0.451082208
3.000000000,0.528105546,0.461363744
3.100000000,0.528105546,0.456222976
3.200000000,0.528105546,0.456222976
3.300000000,0.517822654,0.461363744
3.400000000,0.528105546,0.456222976
3.500000000,0.522964100,0.451082208
3.600000000,0.533246992,0.456222976
3.700000000,0.533246992,0.456222976
3.800000000,0.528105546,0.461363744
3.900000000,0.528105546,0.456222976
4.000000000,0.528105546,0.461363744
4.100000000,0.528105546,0.456222976
4.200000000,0.522964100,0.451082208
4.300000000,0.522964100,0.456222976
4.400000000,0.533246992,0.461363744
4.500000000,0.522964100,0.461363744
4.600000000,0.517822654,0.456222976
4.700000000,0.533246992,0.461363744
4.800000000,0.533246992,0.466504512
4.900000000,0.528105546,0.456222976
5.000000000,0.528105546,0.456222976
5.100000000,0.522964100,0.456222976
5.200000000,0.522964100,0.456222976
5.300000000,0.522964100,0.456222976
5.400000000,0.517822654,0.456222976
5.500000000,0.522964100,0.461363744
5.600000000,0.528105546,0.456222976
5.700000000,0.528105546,0.451082208
5.800000000,0.528105546,0.461363744
5.900000000,0.528105546,0.456222976
6.000000000,0.528105546,0.461363744
6.100000000,0.528105546,0.461363744
6.200000000,0.528105546,0.461363744
6.300000000,0.528105546,0.461363744
6.400000000,0.528105546,0.466504512
6.500000000,0.528105546,0.456222976
6.600000000,0.522964100,0.461363744
6.700000000,0.528105546,0.461363744
6.800000000,0.528105546,0.456222976
6.900000000,0.533246992,0.461363744
7.000000000,0.528105546,0.466504512
7.100000000,0.528105546,0.461363744
7.200000000,0.522964100,0.456222976
7.300000000,0.522964100,0.461363744
7.400000000,0.533246992,0.466504512
7.500000000,0.528105546,0.456222976
7.600000000,0.528105546,0.466504512
7.700000000,0.522964100,0.461363744
7.800000000,0.533246992,0.456222976
7.900000000,0.522964100,0.461363744
8.000000000,0.528105546,0.456222976
8.100000000,0.522964100,0.461363744
8.200000000,0.528105546,0.461363744
8.300000000,0.528105546,0.466504512
8.400000000,0.522964100,0.461363744
8.500000000,0.528105546,0.461363744
8.600000000,0.522964100,0.466504512
8.700000000,0.528105546,0.461363744
8.800000000,0.533246992,0.461363744
8.900000000,0.528105546,0.461363744
9.000000000,0.517822654,0.461363744
9.100000000,0.528105546,0.461363744
9.200000000,0.528105546,0.466504512
9.300000000,0.517822654,0.466504512
9.400000000,0.528105546,0.461363744
9.500000000,0.522964100,0.461363744
9.600000000,0.528105546,0.461363744
9.700000000,0.528105546,0.461363744
9.800000000,0.528105546,0.466504512
9.900000000,0.528105546,0.461363744
10.000000000,0.528105546,0.461363744
10.100000000,0.522964100,0.466504512
10.200000000,0.528105546,0.456222976
10.300000000,0.528105546,0.456222976
10.400000000,0.522964100,0.466504512
10.500000000,0.528105546,0.461363744
10.600000000,0.528105546,0.466504512
10.700000000,0.533246992,0.461363744
10.800000000,0.533246992,0.466504512
10.900000000,0.522964100,0.461363744
11.000000000,0.528105546,0.461363744
11.100000000,0.517822654,0.466504512
11.200000000,0.528105546,0.461363744
11.300000000,0.528105546,0.461363744
11.400000000,0.528105546,0.461363744
11.500000000,0.528105546,0.461363744
11.600000000,0.533246992,0.461363744
11.700000000,0.528105546,0.466504512
11.800000000,0.528105546,0.461363744
11.900000000,0.533246992,0.466504512
12.000000000,0.522964100,0.466504512
12.100000000,0.533246992,0.466504512
12.200000000,0.533246992,0.471645280
12.300000000,0.533246992,0.471645280
12.400000000,0.528105546,0.471645280
12.500000000,0.522964100,0.466504512
12.600000000,0.528105546,0.466504512
12.700000000,0.528105546,0.461363744
12.800000000,0.522964100,0.466504512
12.900000000,0.522964100,0.466504512
13.000000000,0.528105546,0.471645280
13.100000000,0.528105546,0.466504512
13.200000000,0.528105546,0.471645280
13.300000000,0.533246992,0.466504512
13.400000000,0.533246992,0.476786048
13.500000000,0.528105546,0.461363744
13.600000000,0.533246992,0.466504512
13.700000000,0.528105546,0.471645280
13.800000000,0.533246992,0.461363744
13.900000000,0.528105546,0.466504512
14.000000000,0.528105546,0.471645280
14.100000000,0.528105546,0.471645280
14.200000000,0.528105546,0.471645280
14.300000000,0.533246992,0.471645280
14.400000000,0.533246992,0.466504512
14.500000000,0.533246992,0.466504512
14.600000000,0.528105546,0.471645280
14.700000000,0.533246992,0.466504512
14.800000000,0.528105546,0.466504512
14.900000000,0.533246992,0.466504512
15.000000000,0.533246992,0.466504512
15.100000000,0.528105546,0.466504512
15.200000000,0.528105546,0.476786048
15.300000000,0.528105546,0.471645280
15.400000000,0.533246992,0.471645280
15.500000000,0.528105546,0.471645280
15.600000000,0.528105546,0.466504512
15.700000000,0.528105546,0.466504512
15.800000000,0.528105546,0.471645280
15.900000000,0.533246992,0.471645280
16.000000000,0.528105546,0.471645280
16.100000000,0.528105546,0.466504512
16.200000000,0.528105546,0.466504512
16.300000000,0.528105546,0.466504512
16.400000000,0.528105546,0.471645280
16.500000000,0.528105546,0.471645280
16.600000000,0.528105546,0.471645280
16.700000000,0.528105546,0.466504512
16.800000000,0.533246992,0.471645280
16.900000000,0.533246992,0.471645280
17.000000000,0.528105546,0.466504512
17.100000000,0.528105546,0.471645280
17.200000000,0.533246992,0.471645280
17.300000000,0.528105546,0.471645280
17.400000000,0.533246992,0.456222976
17.500000000,0.522964100,0.466504512
17.600000000,0.528105546,0.471645280
17.700000000,0.533246992,0.466504512
17.800000000,0.528105546,0.466504512
17.900000000,0.522964100,0.466504512
18.000000000,0.533246992,0.471645280
18.100000000,0.533246992,0.476786048
18.200000000,0.533246992,0.466504512
18.300000000,0.528105546,0.466504512
18.400000000,0.528105546,0.471645280
18.500000000,0.533246992,0.461363744
18.600000000,0.522964100,0.466504512
18.700000000,0.538388438,0.471645280
18.800000000,0.528105546,0.471645280
18.900000000,0.528105546,0.471645280
19.000000000,0.533246992,0.476786048
19.100000000,0.517822654,0.466504512
19.200000000,0.528105546,0.466504512
19.300000000,0.522964100,0.466504512
19.400000000,0.528105546,0.466504512
19.500000000,0.528105546,0.471645280
19.600000000,0.528105546,0.471645280
19.700000000,0.528105546,0.471645280
19.800000000,0.528105546,0.476786048
19.900000000,0.528105546,0.466504512
