# 2023-04-06, 16:33:29.443314
# fs = 10 Hz, N = 800
# NI 9201, 23.0.0
t,ai0,ai1
0.000000000,0.312164814,0.307140704
0.100000000,0.322447706,0.301999936
0.200000000,0.332730598,0.307140704
0.300000000,0.322447706,0.291718400
0.400000000,0.317306260,0.312281472
0.500000000,0.327589152,0.301999936
0.600000000,0.322447706,0.301999936
0.700000000,0.332730598,0.286577632
0.800000000,0.327589152,0.296859168
0.900000000,0.317306260,0.301999936
1.000000000,0.343013490,0.317422240
1.100000000,0.312164814,0.301999936
1.200000000,0.301881922,0.286577632
1.300000000,0.286457584,0.291718400
1.400000000,0.301881922,0.281436864
1.500000000,0.322447706,0.291718400
1.600000000,0.301881922,0.286577632
1.700000000,0.317306260,0.301999936
1.800000000,0.327589152,0.296859168
1.900000000,0.322447706,0.291718400
2.000000000,0.322447706,0.276296096
2.100000000,0.317306260,0.286577632
2.200000000,0.332730598,0.301999936
2.300000000,0.332730598,0.307140704
2.400000000,0.327589152,0.307140704
2.500000000,0.337872044,0.312281472
2.600000000,0.343013490,0.307140704
2.700000000,0.322447706,0.296859168
2.800000000,0.317306260,0.291718400
2.900000000,0.286457584,0.250592256
3.000000000,0.271033246,0.260873792
3.100000000,0.276174692,0.250592256
3.200000000,0.286457584,0.266014560
3.300000000,0.291599030,0.255733024
3.400000000,0.301881922,0.260873792
3.500000000,0.281316138,0.250592256
3.600000000,0.291599030,0.255733024
3.700000000,0.317306260,0.260873792
3.800000000,0.296740476,0.276296096
3.900000000,0.291599030,0.266014560
4.000000000,0.317306260,0.255733024
4.100000000,0.301881922,0.286577632
4.200000000,0.322447706,0.276296096
4.300000000,0.317306260,0.281436864
4.400000000,0.327589152,0.281436864
4.500000000,0.281316138,0.245451488
4.600000000,0.307023368,0.286577632
4.700000000,0.312164814,0.286577632
4.800000000,0.332730598,0.271155328
4.900000000,0.327589152,0.291718400
5.000000000,0.317306260,0.281436864
5.100000000,0.317306260,0.271155328
5.200000000,0.332730598,0.296859168
5.300000000,0.322447706,0.281436864
5.400000000,0.301881922,0.260873792
5.500000000,0.301881922,0.291718400
5.600000000,0.296740476,0.260873792
5.700000000,0.286457584,0.250592256
5.800000000,0.312164814,0.271155328
5.900000000,0.312164814,0.276296096
6.000000000,0.301881922,0.245451488
6.100000000,0.307023368,0.255733024
6.200000000,0.301881922,0.250592256
6.300000000,0.312164814,0.266014560
6.400000000,0.312164814,0.271155328
6.500000000,0.312164814,0.281436864
6.600000000,0.291599030,0.266014560
6.700000000,0.307023368,0.271155328
6.800000000,0.327589152,0.255733024
6.900000000,0.301881922,0.266014560
7.000000000,0.296740476,0.271155328
7.100000000,0.312164814,0.281436864
7.200000000,0.307023368,0.250592256
7.300000000,0.301881922,0.271155328
7.400000000,0.317306260,0.250592256
7.500000000,0.281316138,0.255733024
7.600000000,0.281316138,0.219747648
7.700000000,0.255608908,0.224888416
7.800000000,0.260750354,0.224888416
7.900000000,0.322447706,0.266014560
8.000000000,0.322447706,0.276296096
